stars,comment
4.0 out of 5 stars,"







  
  
    Nice learning books...quality is good...but m giving 1 star less bcoz of the size of book...it should be large though its price is very high
  
"
4.0 out of 5 stars,"







  
  
    Good for babies..  But few vegetables and fruits are not a common one. Apart from that everything is good
  
"
4.0 out of 5 stars,"







  
  
    very useful for child
  
"
5.0 out of 5 stars,"







  
  
    I wanted this product for my son....and this is wonderful...it will b his first books and first dictionary as well....thanks a lot.....I will preserve it for him.....life long
  
"
4.0 out of 5 stars,"







  
  
    Liked the quality and reality of the picture. Did not like the wrong depiction of leaves in some fruits. Would be better if the same pictures are not repeated in different books.
  
"
4.0 out of 5 stars,"







  
  
    Good product and my baby girl loved it ❤
  
"
4.0 out of 5 stars,"







  
  
    Very smart concept. Value for money. Safe for kids.
  
"
4.0 out of 5 stars,"







  
  
    Good quality books but still I think pages should be little more thicker. Books size smaller than expected.
  
"
5.0 out of 5 stars,"







  
  
    I bought this learning book for my son. The book is nice made with nice cardboard all ok but problem is the book size is small otherwise every thing is good.
  
"
5.0 out of 5 stars,"







  
  
    It has real photos of things in various categories such as transport, fruits, and the like. This enhances the learning process as the child can see the real thing, not the animated version.
  
"
5.0 out of 5 stars,"







  
  
    The size of the books is perfect for your little one. Quality wise it’s good, both board and printing. Would recommend this!
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my little niece and she just loved it . Though I expected the size of books little big but overall that's ok.just go for it without having a second thought.
  
"
5.0 out of 5 stars,"







  
  
    Best choice for 3-4 year babies..my daughter loved it.. the pictures are big and colourful.. it hard bind pages..so not afraid that kids may tear it.. excellent choice for the basic learning from home..
  
"
4.0 out of 5 stars,"







  
  
    I really liked this Product..The packing was good and its an ideal playing as well as a learning kit for your Kid.If you are planning for you my recommendtion is go for it.Worth the money paid.
  
"
5.0 out of 5 stars,"







  
  
    Good quality... Useful for my boy
  
"
4.0 out of 5 stars,"







  
  
    Wild Animals & Colour books are missing. Received Numbers & Shapes books quantity twice.
  
"
3.0 out of 5 stars,"







  
  
    It is as shown in image. Quality of the book is good, they are board books so not tearable. Shapes, vegetables, transport & colors books cannot be used now as my daughter is just turning a year old but can be used later. In the books for eg. Animal books animals like llama in bird book emu, hornbill; how can 1 year old understand that, books should be simpler for them to understand. I think buying all the books is not needed at once.
  
"
5.0 out of 5 stars,"







  
  
    Good and interesting for kids
  
"
5.0 out of 5 stars,"







  
  
    Absolutely amazing! My baby loved the books, she was very excited to look at different varieties of books. Its absolutely handy and easily manageable.Total worth it!!!
  
"
5.0 out of 5 stars,"







  
  
    Many people are saying that the books are small and not worth it but on box it's written $19, in ruppes $19 is ₹1468 but on Amazon it only 400 . The quality of this product is very good too.
  
"
4.0 out of 5 stars,"







  
  
    Good value for money on discount. Kids love the rich pictures and quality is more than AVG. Worth the investment.
  
"
4.0 out of 5 stars,"







  
  
    Ok
  
"
5.0 out of 5 stars,"







  
  
    Its worth.I bought it for my 2 year old daughter. She loved it.They are good solid pages and will not tear easily.thanks to amazon.
  
"
5.0 out of 5 stars,"







  
  
    Build quality is very good and all the books are well designed for learning of small children. American English is used to define many animals so some names are never heard of.
  
"
4.0 out of 5 stars,"







  
  
    Good quality books. Small size and baby can comfortably hold it. Few pages have 3-4 pictures in it so size is small..
  
"
4.0 out of 5 stars,"







  
  
    I bought the same for my elder daughter and buying the same for my younger one. But the choice of pictures could better like too much towards kids.
  
"
4.0 out of 5 stars,"







  
  
    Good for kids
  
"
4.0 out of 5 stars,"







  
  
    Good for kids
  
"
3.0 out of 5 stars,"







  
  
    Quality is ok , dimensions is very small
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    It's a beautiful little gift for a kid. My kid (17 months old) loves the books and enjoys learning. Highly recommend. Do look at the size before you place order
  
"
5.0 out of 5 stars,"







  
  
    Good for 2 to 3 years kids
  
"
4.0 out of 5 stars,"







  
  
    Worth of money...
  
"
4.0 out of 5 stars,"







  
  
    Small books for my 1 year old. Easy for him to handle. Though expected it to have thicker pages, it still can be maintained.
  
"
3.0 out of 5 stars,"







  
  
    Must form in large size
  
"
5.0 out of 5 stars,"







  
  
    My son is 3 years old and he likes this product. Its perfect! Small one but good in quality. Its a cute collection. Books are very well designed and colourfull. Delivery was on time.  I highly recommend this. Must buy
  
"
5.0 out of 5 stars,"







  
  
    Excellent quality and beautiful illustrations. My 2 year old daughter loves it, so does my wife. The only drawback I can say is some of the fruits, vegetables and animals shown in the books are not very common in our country. Overall it is very good gifting option if you have a young child.
  
"
5.0 out of 5 stars,"







  
  
    Very compact, easy to carry, easy to clean.
  
"
5.0 out of 5 stars,"







  
  
    Its really good product for kids. The quality is really nice..Although my kid doesnt study yet he loves to play with it.Must buy at this price.
  
"
5.0 out of 5 stars,"







  
  
    There are amazing 3D pictures in this book... just by playing kids will learn many things.. one who is looking for this set of books can definitely go for this.. these are best learning books for toddlers 😊😊
  
"
5.0 out of 5 stars,"







  
  
    Very helpful
  
"
4.0 out of 5 stars,"







  
  
    Good qualityPerfect size for kidsThe box is super helpful to stack the booksClear and beautiful pictures and lettersCovers almost every important images on each topic.
  
"
5.0 out of 5 stars,"







  
  
    Quality is very good. But few contents like birds, animal, fruits, vegetables are not found often in India, so there should be an Indian version.
  
"
5.0 out of 5 stars,"







  
  
    Excellent set of books. Perfect for 1.5 year old to learn. Product quality is good. Pages are thick. Though I was reluctant to buy because of small size... but after buying I realised ...my lil one can hold these books properly and turn pages. This set is favourite of all the books I have.
  
"
5.0 out of 5 stars,"







  
  
    Value for money. Also this will be a perfect gift item. Good quality with respect to the money.
  
"
5.0 out of 5 stars,"







  
  
    Good product,if you want to purchase go ahead🙂.
  
"
5.0 out of 5 stars,"







  
  
    I would recommend this book set for kids <3yr. They come with good quality and tough pages so chances of your kids tearing them are very less.
  
"
5.0 out of 5 stars,"







  
  
    My baby very usefull
  
"
4.0 out of 5 stars,"







  
  
    Good quality and good choice of topic. Hope size could be a slight more and items could have been much into Indian space.
  
"
5.0 out of 5 stars,"







  
  
    Great educational product at a very affordable price. The book quality is just awesome. The design is made in such a way that it will seek your kids attention. Very compact and can be carried easily .
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Good
  
"
3.0 out of 5 stars,"







  
  
    Let me clear, Please check the 3-4-6 product image before guessing it's size. In 1 image it's looks like big but it's not,Also in number book number are small and objects are bigSame in colour book black looks like brown and orange looks like yellowProQuality of Book is too good
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     I am writing review for a product first time. It's super and quality is good. It has round edges so not harmful for babies. My baby enjoy with  these books a lot. Go for it. Size is small which is good for babies.
  
"
3.0 out of 5 stars,"







  
  
    Fruits  book is missing .Two farm animals books are present.
  
"
4.0 out of 5 stars,"







  
  
    Super very usefull... Quality is best... But costly
  
"
4.0 out of 5 stars,"







  
  
    Nice product
  
"
5.0 out of 5 stars,"







  
  
    This product is too good and quality superb
  
"
5.0 out of 5 stars,"







  
  
    Sturdy, colourful and great for tiny hands to hold.
  
"
5.0 out of 5 stars,"







  
  
    Wonderful gift for kids !!! Thoroughly enjoyed  the books . They’re perfect size and best books to get kids started with. A good refresher for adults as well !!! Have ordered the pack 2 already and awaiting its arrival eagerly !!!
  
"
5.0 out of 5 stars,"







  
  
    My 22 month baby like it so much
  
"
5.0 out of 5 stars,"







  
  
    Very good set for early learning. It has a compilation of 10 books on fruits, vegetables, transport, colors, alphabets, etc and very good pictures. Apt for 9months + kids.
  
"
5.0 out of 5 stars,"







  
  
    I am writing this after 6months. Just amazing..I brought it for my 1 year baby. Now she can identify the pictures very quickly because it's colors are very attractive,easy to handle.. Go for it.. Worth for money 👍👍👍
  
"
4.0 out of 5 stars,"







  
  
    Good product
  
"
5.0 out of 5 stars,"







  
  
    This book i bought for my baby girl who is 7mnths old.. and she is attracted to the book and color... Soon she will start learn
  
"
4.0 out of 5 stars,"







  
  
    The books are of good quality,colorful and my 1 and half yr old loves it. It is amazing for gifting purpose as well. However, items included could be more Indianized as many of the animals and others are not even seen in India. So 4 stars for that.
  
"
4.0 out of 5 stars,"







  
  
    Good for toddlers
  
"
4.0 out of 5 stars,"







  
  
    Very good
  
"
4.0 out of 5 stars,"







  
  
    Quality of products is good and its also good for children to learn in the easy way.One Suggestion to seller that small and capital alfabet (i.e ABC Book) should be separate as child  seen both letter simultaneously and its creat confusion to child
  
"
5.0 out of 5 stars,"







  
  
    Best gift for 1_2 years kids.
  
"
5.0 out of 5 stars,"







  
  
    I search and see many book for my child but these books are really feasible.. my child taking interest due to bright images.. easy to carry
  
"
5.0 out of 5 stars,"







  
  
    These books are really good with colourful pictures. These are board books means hard cardboard like books, cannot be torn easily by kids.Caution if the kids throw the book on us it will hurt us badly😄, books are really good, must buy for toddlers, kids gets attracted To it
  
"
5.0 out of 5 stars,"







  
  
    Absolutely useful. My 1 year old baby liked and go through all pages. Paper is thick and book has the size and weight that a baby can hold.
  
"
5.0 out of 5 stars,"







  
  
    Best quality
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Good for toddlers
  
"
5.0 out of 5 stars,"







  
  
    Very Good study material for kids...was very useful for my daughter...its worth buying....for kids...will help them to know more about fruits...vegetables...colours...transport...Alphabets...Numbers...etc...can learn these things very fast...
  
"
4.0 out of 5 stars,"







  
  
    good product  n looks cute 😍  by1.5 year baby loves  it n play with it
  
"
5.0 out of 5 stars,"







  
  
    I like this product very much. Papper quality good. All picters are clear. Very useful to my son.Thank you Amazon.
  
"
4.0 out of 5 stars,"







  
  
    Good collection for a baby. The size should have been little bigger but overall a good product.
  
"
4.0 out of 5 stars,"







  
  
    Good but costly
  
"
3.0 out of 5 stars,"







  
  
    Book is handy but pictures are very dull, not attractive.. need to be little more bright..
  
"
4.0 out of 5 stars,"







  
  
    Our kid is enjoying these and is able to learn well. Value for money. Good quality.
  
"
4.0 out of 5 stars,"







  
  
    Nice product
  
"
4.0 out of 5 stars,"







  
  
    Good quality
  
"
5.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    Good quality books. Worth to buy.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    Good product but it should be larger size...and in the indian childs point of view very difficult words used
  
"
5.0 out of 5 stars,"







  
  
    A must to have for kids
  
"
4.0 out of 5 stars,"







  
  
    Book seems to be very productive: the pictures are very clear & handy for small ones. Recommendable for  little  ones.
  
"
5.0 out of 5 stars,"







  
  
    Very useful for kids.
  
"
5.0 out of 5 stars,"







  
  
    A wonderful pack of books
  
"
3.0 out of 5 stars,"







  
  
    Along with this, a book of Hindi-Alphabet must also be there, and at the same time the pictures used in these should be taken according to Indian origin, culture and circumstances and not foreign...
  
"
5.0 out of 5 stars,"







  
  
    Books are of good quality and bright images, my 2 year old kid loves it. ♥️
  
"
5.0 out of 5 stars,"







  
  
    Good variety of pictures..everything is realistic..my 1.5 yr kid likes it a lot
  
"
4.0 out of 5 stars,"







  
  
    Very happy with this
  
"
4.0 out of 5 stars,"







  
  
    Good for children at age of 3 but price is too high at this price we can buy the book
  
"
5.0 out of 5 stars,"







  
  
    Very good collection n combination...
  
"
5.0 out of 5 stars,"







  
  
    Amazing Quality and Content is super perfectI strongly recommend this set of booms as first books for kidsThank you for crossing our expectations
  
"
5.0 out of 5 stars,"







  
  
    Awesome set of books to introduce to your little one.. Colorful illustrations, paper quality is good and resistant to tearing by the child
  
"
4.0 out of 5 stars,"







  
  
    Must buy it .. specially for a  1.5 to 2 years old baby.Baby will love it.
  
"
5.0 out of 5 stars,"







  
  
    Its really cute and easy to learn baby.its is safe for baby best quality.thank u seller and amazone.
  
"
4.0 out of 5 stars,"







  
  
    The quality of the book and the color bringhtness is very good.. Some minor issues are like in ABC, I have not heard of B is for Bear.. And Q is for Quilt. We always heard B for ball or banana.. And Q for Queen.. Yeh.. Otherwise it's good.
  
"
4.0 out of 5 stars,"







  
  
    Good quality, and good for learning small things. Instead of mobile phone give books in children hands.
  
"
3.0 out of 5 stars,"







  
  
    Not upto my expectations.
  
"
5.0 out of 5 stars,"







  
  
    Best books for growth development in babies. Brought it for my 4 month old, she enjoys watching the pictures and bright colours.
  
"
2.0 out of 5 stars,"







  
  
    Ok
  
"
4.0 out of 5 stars,"







  
  
    Overall satisfied with the product but the only minus point is the size of it. Would have been better if the size would have slightly bigger.
  
"
5.0 out of 5 stars,"







  
  
    Product quality is amazing very good I really like it and share this product to my friends Thanks
  
"
4.0 out of 5 stars,"







  
  
    It's good for kids. But small in size.Little more bigger size would have given better feel.
  
"
4.0 out of 5 stars,"







  
  
    These board books are good for toddlers.Pictures are clear.Moreover, these are easy to handle
  
"
4.0 out of 5 stars,"







  
  
    Book is ok. But the words are little tougher for beginners.
  
"
3.0 out of 5 stars,"







  
  
    Product is not goodDelivery is good
  
"
5.0 out of 5 stars,"







  
  
    A great product to familiarise your toddler with some common names. He can see things and relate. My son enjoys it the most. Dont go by long names. Even if he learns one name from each book & identifies it, its enough. He carries atleast one book everywhere he goes. My son will turn 2 in may.
  
"
5.0 out of 5 stars,"







  
  
    My nephew won't stop turning the pages, he totally loves it and has started rhyming the words like nana for Banana. Its so helpful.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    I bought it for rs 300-400 and it was totally worth it quality was good.
  
"
5.0 out of 5 stars,"







  
  
    My son really love them and he is just 1 but can recognise many of animals , birds , vehicle...Good to have these books ..
  
"
5.0 out of 5 stars,"







  
  
    Quality wise, content wise,awesome.... This is my second purchase...just go for it
  
"
5.0 out of 5 stars,"







  
  
    Totally Value for money 👍🏻🙌🏻
  
"
4.0 out of 5 stars,"







  
  
    My son loved it! the quality of good and clarity of the picture is also good, the size is perfect for two year old.
  
"
5.0 out of 5 stars,"







  
  
    I liked the products because its easy to learn for a leaning kid.I expected it to be a lil bit bigger the size.
  
"
5.0 out of 5 stars,"







  
  
    Good Job
  
"
4.0 out of 5 stars,"







  
  
    Great collection n good quality too. Had been using it for year now..my boy enjoys it..its very handy n easy to carry..a must buy for your toddler
  
"
5.0 out of 5 stars,"







  
  
    Amazing product from Amazon. I have kick off my reading habit to my 8 months old baby with this set.He is listening while I'm showing and reading these books. Worth to buy. Please definitely go ahead.
  
"
5.0 out of 5 stars,"







  
  
    Good one
  
"
4.0 out of 5 stars,"







  
  
    Nice product but missed fruits book and I got two farm animal books
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     It's very compact in size and u got 10 books so there are so many things to learn for baby and good thing is the images are real
  
"
4.0 out of 5 stars,"







  
  
    All the 10 books are very use full for kids.Size of page is little bit small, then also it is ok.Page quality is fine.
  
"
5.0 out of 5 stars,"







  
  
    This highly recommend for 1+ year child, no doubt cost to little bit high, but your child will enjoy with graphics photos and learn
  
"
5.0 out of 5 stars,"







  
  
    Great quality of books, it covers all topics - alphabets, numbers, shapes, animals etc. which we need a 2 year kid to see and know. My niece loves to play with it. Did I really expect her to read the books at this? naah :) ...
  
"
5.0 out of 5 stars,"







  
  
    Oh my baby loves his library. It’s perfect for my baby. He is just 9month old but still enjoy seeing colourful pictures and playing with these small books that is so handy for him. Good quality with  very clean and clear pictures .
  
"
5.0 out of 5 stars,"







  
  
    🙂
  
"
5.0 out of 5 stars,"







  
  
    My kid loves playing with it, it keeps him busy asking us the names of the objects he finds
  
"
5.0 out of 5 stars,"







  
  
    Worth the money! Small books for small hands! Covers a lot of words and actual Montessori type pictures, no cartoons.  Looks great on the bookshelf too.
  
"
4.0 out of 5 stars,"







  
  
    Good for price
  
"
5.0 out of 5 stars,"







  
  
    My son of 1.5 years old loves these books . They are light to hold with his tiny hands.Thickness of the pages is good would last a while.
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Very good books  n picture  quality  was  very good
  
"
4.0 out of 5 stars,"







  
  
    Good one but it is small
  
"
5.0 out of 5 stars,"







  
  
    Awesome purchase..!!! My 15 month baby loves it..and now able to recognise pictures very well. Hard bounded books just made for tiny hands..go for it without any 2nd thought.
  
"
5.0 out of 5 stars,"







  
  
    It's a very good collection of books that teaches kids basic shapes, colors, animals, vegetables, fruits etc
  
"
5.0 out of 5 stars,"







  
  
    Nice quality board books, it's been months since I bought them and they are still good. Picture quality is also nice
  
"
4.0 out of 5 stars,"







  
  
    size of books is small...but nice quality as its pages are hard enough to not to be torn easily by children...overall nice product
  
"
4.0 out of 5 stars,"







  
  
    It's clear and neat baby can grasp easily
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Handy small book for little hands and colourful too, the pages are thick so small children cant tear them hence great product for this price
  
"
4.0 out of 5 stars,"







  
  
    Very nice books gifted to my niece  she likes  it alot! Easy to carry. Easy picture recognition.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     In this price range excellent quality and good color combination. If you want your baby spare your mobile phone and engage in learning activity then this is complete package.
  
"
5.0 out of 5 stars,"







  
  
    These books are so cute, bright and colorful. Perfect for the little toddler's little hands to hold.
  
"
4.0 out of 5 stars,"







  
  
    Size of the books should be bigger than its present size. Otherwise the quality of the books are perfectly fine.
  
"
5.0 out of 5 stars,"







  
  
    It's more than what U expect. It's very good. Very nice pictures and very good quality books. A must hv, if U hv a toddler at home. It's lk their own little library. Thank You.
  
"
5.0 out of 5 stars,"







  
  
    It is a good purchase as my 15months old son has started identifying various birds, objects and animals. His vocabulary has increased well. I'm happy to have bought this book collection for him.
  
"
4.0 out of 5 stars,"







  
  
    I like it very much but little bit it's small in size otherwise it will be good and my 2years son very happy
  
"
4.0 out of 5 stars,"







  
  
    They are very small books,I had expected them to be little bigger.  Colours , concept are ok . They are good time pass for kids
  
"
2.0 out of 5 stars,"







  
  
    Most of the names belongs to US and we dont use or hear in india
  
"
4.0 out of 5 stars,"







  
  
    Good quality & Durable but very costly looking at size & content. Rs 350 - Rs 400 should be the ideal price.
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my kid for self learning and teaching some basic stuff from home. My kid is very much interested in this books and learnt most of the contents. Highly recommended.The making quality of the book is also very good.
  
"
5.0 out of 5 stars,"







  
  
    Very happy..My 10 month old baby sees, reads and plays and eats with full fun...
  
"
4.0 out of 5 stars,"







  
  
    Quality of book is nice. This is best product for kids.
  
"
5.0 out of 5 stars,"







  
  
    Good one
  
"
4.0 out of 5 stars,"







  
  
    simple small board books for toddlers
  
"
5.0 out of 5 stars,"







  
  
    This is the best book to introduce book to ur kids my son is 1 year old and he loves the book he look at pic in the book and speaks own words and I loved it
  
"
5.0 out of 5 stars,"







  
  
    The quality is really good. Small cute little books are great.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    
"
4.0 out of 5 stars,"







  
  
    They are square palm sized books. My 10month can also hold it. Bright pictures. Good binding. I like the product. We gothrough the books together.
  
"
3.0 out of 5 stars,"







  
  
    Ordered set of 10 books and was happy to see that the books quality is good. With the only negative point being ""Numbers"" book contained birds. It would be great if this mismatch is taken care. The package contains 2 birds books, one named "" Numbers"" and other being ""birds""
  
"
5.0 out of 5 stars,"







  
  
    Very Innovative books idea. My child love this first library. He learn so many things from the books.
  
"
5.0 out of 5 stars,"







  
  
    They are very good. Toddlers will easily recognise and learn things with playing. It’s good to introduce first to toddlers. Quality wise very good.If you think to buy it thn definitely go for it.
  
"
4.0 out of 5 stars,"







  
  
    Outer box should be more good and rugged
  
"
4.0 out of 5 stars,"







  
  
    They are small in size, but quality is good, each bok has 12 pages.
  
"
5.0 out of 5 stars,"







  
  
    I baught these books when my daughter was 20 months old , and she spent more time with these books than her toys.The quality of pages  is very good.Perfect books for a 2 year old.
  
"
4.0 out of 5 stars,"







  
  
    Good product..little mistake in bird book..but nice collection
  
"
5.0 out of 5 stars,"







  
  
    It's very small Books but very nice for Little hand's... My daughter loved it . She is 16 months old , started... Using very nicely.... I m Happy with this , My Daughters first library Box Books set.....
  
"
4.0 out of 5 stars,"







  
  
    Very useful books for kg kids.. My son liked it very much. All d pictures are clear n easy to read for kids.
  
"
4.0 out of 5 stars,"







  
  
    Satisfied..... could felt more happier is the size is increased .....
  
"
5.0 out of 5 stars,"







  
  
    The product is just amazing. Good one with really good amount. Thanks team✌🏻
  
"
5.0 out of 5 stars,"







  
  
    My 2.5 year old daughter loves it. She has learnt almost every thing from that book. Very good product at such a good price. Must buy.
  
"
5.0 out of 5 stars,"







  
  
    My baby loves her book. Books are really worthy to be purchased for babies who start to learn things by looking into pictures.
  
"
4.0 out of 5 stars,"







  
  
    Such a wonderful matter for kid's.... very good platform for learning and boost there knowledge......
  
"
5.0 out of 5 stars,"







  
  
    My one 1+ year old son enjoys playing and oberving the these tiny books.
  
"
5.0 out of 5 stars,"







  
  
    Price worth,it cost Rs 50 per piece in shops.
  
"
4.0 out of 5 stars,"







  
  
    Best product to learn , handling is smooth - no sharp edges. way better than flash cards. go for it.
  
"
4.0 out of 5 stars,"







  
  
    This is good product for learning
  
"
5.0 out of 5 stars,"







  
  
    I like very much this product... It is very useful for my kid... Quality wise is so good.. Specially I like it's design and round corners..
  
"
4.0 out of 5 stars,"







  
  
    Excellent collection for kids to start learning for them at home before putting them to play schools however I got this for 499 and Flipkart is selling the same product for 280 rs
  
"
5.0 out of 5 stars,"







  
  
    Very good books for your kid to start with.. pictures are very clear and my boy just loved it.
  
"
5.0 out of 5 stars,"







  
  
    Very much suitable for 4 to 5 year old kids. Very facinating .child loves to read it. Very creative development for kid. Love it. Must try for kids
  
"
3.0 out of 5 stars,"







  
  
    Delivery was prompt, however the set was missing a ""farm animals"" book and a ""fruit"" book repeated twice, going to returns and reorder.Hopefully, correct set would arrive next time. Quality of the pages and print seems good.
  
"
5.0 out of 5 stars,"







  
  
    Colors n information which a 2 year kid will learn new things n find busy with themselves
  
"
4.0 out of 5 stars,"







  
  
    These books are so helpful in the early learning days! At first I’ve got misprinted book. What an amazing customer service and prompt return and replacement! Satisfied and happy customer.
  
"
5.0 out of 5 stars,"







  
  
    Too good for 1.5 year old kids, covers everything that they see almost everyday .Recommend this package.
  
"
5.0 out of 5 stars,"







  
  
    Worth for money.. my baby loves it to learn.. very useful one
  
"
1.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    Super quality as expected its helps children very much to learn alphabets numbers colours am very much satisfied with this product
  
"
4.0 out of 5 stars,"







  
  
    good for the little once but doubt too small dimension, wish it was larger in size
  
"
5.0 out of 5 stars,"







  
  
    Books are really super, my little girl enjoying lotzz, the pages are non tearable,
  
"
4.0 out of 5 stars,"







  
  
    Pros :Nice and simple picsThe paper and bind qualityConsMuch smaller than expected. It's as big as my palm 😬
  
"
4.0 out of 5 stars,"







  
  
    The books contain a variety of pictures which are very attractive. Only concern is that the books are too small in size.
  
"
5.0 out of 5 stars,"







  
  
    My child loved it a lot and he spends his time with these books and it turned into a routine must buy for kids
  
"
4.0 out of 5 stars,"







  
  
    Good books.. attractive pictures and colours. Box was bit torn from corners. Quality of books is good. Size is too small but handy!!
  
"
4.0 out of 5 stars,"







  
  
    Very good
  
"
4.0 out of 5 stars,"







  
  
    The books are perfect and useful for ages 1+. They are small light weight and makes it easy for the child to handle.
  
"
3.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Transport book has vegetable pages. And one of the book corner is not rounded and has sharp edge. Check video/pictures. Books have repeated contents, example: the same birds are repeated in ""Birds"" and ""farm animals"".
  
"
4.0 out of 5 stars,"







  
  
    Nice  quality book. Worth it
  
"
4.0 out of 5 stars,"







  
  
    Okay
  
"
5.0 out of 5 stars,"







  
  
    It's really nice for your toddler .I recommend this
  
"
4.0 out of 5 stars,"







  
  
    Book size is very small... rest all perfect 👍👍
  
"
5.0 out of 5 stars,"







  
  
    Love the colors in the book's images are relatable
  
"
4.0 out of 5 stars,"







  
  
    My baby who is 7 months enjoys to go through all these books. She likes the images and colors and the variety. Highly recommended.
  
"
5.0 out of 5 stars,"







  
  
    Best books for my two years son.. He jst lov diz books
  
"
5.0 out of 5 stars,"







  
  
    Size is way smaller den it looks in picture..Rest is vry good..with superior quality fir baby use
  
"
5.0 out of 5 stars,"







  
  
    Small, handy, variety of topics with pictures in the books. Kid find it interesting and relatable with household stuffs.
  
"
5.0 out of 5 stars,"







  
  
    Nice quality of all books. Each page is very thick non tearable easily by kids. Very informative
  
"
5.0 out of 5 stars,"







  
  
    The pahes are quite thick.Quality is good.The edges have been rounded up so its safe.Colors are bright hence catchy for the kids.All good!!!
  
"
4.0 out of 5 stars,"







  
  
    Good book for first timer.
  
"
5.0 out of 5 stars,"







  
  
    Thank u seller,, my son really love it...I purchase this last March and now my son already know everything...Much love and God bless..more books to come
  
"
4.0 out of 5 stars,"







  
  
    Nice books, handy and thick pages printing is also very food. Will surly recomnd to others..
  
"
5.0 out of 5 stars,"







  
  
    Nice book for kid's
  
"
5.0 out of 5 stars,"







  
  
    Nice product good quality
  
"
5.0 out of 5 stars,"







  
  
    All books are good and colorful to attract children's. Handy and helful for kids.
  
"
4.0 out of 5 stars,"







  
  
    Good beginners book
  
"
4.0 out of 5 stars,"







  
  
    Nice colourful..but price is too high
  
"
5.0 out of 5 stars,"







  
  
    Superb! My baby just loves them. Light weight but quality of each page is good.. Smooth edges, colourful
  
"
5.0 out of 5 stars,"







  
  
    Wonderful product for 2years kids it's simply osum
  
"
4.0 out of 5 stars,"







  
  
    Good Quality
  
"
4.0 out of 5 stars,"







  
  
    Packaging was nice. Books are of good quality cardboard. Quite attractive and worth the price.
  
"
5.0 out of 5 stars,"







  
  
    Books are very cute . Easy to hold by my little girl
  
"
3.0 out of 5 stars,"







  
  
    Thats the picture of book colors. Now how do you expect me to teach color by this? It should have had only plain color blue. Butterfly sapphire was not required. Same goes with numbers Book is 10cm in length. It's board book..
  
"
4.0 out of 5 stars,"







  
  
    Good quality item. Nice packaging. Thanx amazon. But few books glue sticking is not proper. Book detached from front cover.
  
"
5.0 out of 5 stars,"







  
  
    Books are good in material n durable. Also cover all basic things which we are trying to teach kids.
  
"
4.0 out of 5 stars,"







  
  
    The product is good but it is only pocket or say small size books not big books as shown in the picture
  
"
5.0 out of 5 stars,"







  
  
    It's so good hope my baby loves it picture Quality superb.. I like it alot
  
"
5.0 out of 5 stars,"







  
  
    Very good set of books for the initial learners with very good pictures n bold letters. My grand daughter of 2 Yrs of age liked all the books very much.. Highly recommended for kids who are started learning their first lessons..
  
"
5.0 out of 5 stars,"







  
  
    These books are very useful,my baby boy is happy after getting these books
  
"
5.0 out of 5 stars,"







  
  
    Good , specifically for the toddlers ,easy for them to handle the pages, cute little Board books.
  
"
5.0 out of 5 stars,"







  
  
    Very Good and informative books for childrenGot with super quality.No damages.
  
"
4.0 out of 5 stars,"







  
  
    Delivered early good prdt nuc pic presentation for  kids .But the packaging was not good.
  
"
4.0 out of 5 stars,"







  
  
    Ok product
  
"
5.0 out of 5 stars,"







  
  
    Paper and the picture quality is good. Great for toddlers.
  
"
4.0 out of 5 stars,"







  
  
    Product is good.  The size of the book could have been little  more bigger
  
"
4.0 out of 5 stars,"







  
  
    Not too cheap, not too expensive. The quality of the books are good. Only the outer box came damaged.
  
"
